player_id,weight,first_name,middle_name,last_name,team_id,birth_date,height,foot,short_name,current_national_team_id,passport_area_name,passport_area_id,passport_area_alpha3code,passport_area_alpha2code,role_code2,role_code3,role_name,birth_area_name,birth_area_id,birth_area_alpha3code,birth_area_alpha2code
151,79,John,,Guidetti,696,1992-04-15,185,right,J. Guidetti,7047,Sweden,752,SWE,SE,FW,FWD,Forward,Sweden,752,SWE,SE
32923,86,Volkan,,Babacan,4535,1988-08-11,192,right,V. Babacan,4687,Turkey,792,TUR,TR,GK,GKP,Goalkeeper,Turkey,792,TUR,TR
159,78,Jeffrey,,Gouweleeuw,2481,1991-07-10,188,right,J. Gouweleeuw,,Netherlands,528,NLD,NL,DF,DEF,Defender,Netherlands,528,NLD,NL
174,72,Filip,,Đuričić,3219,1992-01-30,181,right,F. Đuričić,,Serbia,688,SRB,RS,MD,MID,Midfielder,Serbia,688,SRB,RS
32959,70,Peter,,Pekarík,2457,1986-10-30,176,right,P. Pekarík,14496,Slovakia,703,SVK,SK,DF,DEF,Defender,Slovakia,703,SVK,SK
192,93,Jagoš,,Vuković,3194,1988-06-10,195,left,J. Vuković,,Serbia,688,SRB,RS,DF,DEF,Defender,Serbia,688,SRB,RS
32968,77,Nordin,,Amrabat,16470,1987-03-31,178,right,N. Amrabat,16216,Morocco,504,MAR,MA,FW,FWD,Forward,Netherlands,528,NLD,NL
131321,72,Christian,,Kouakou Yao,3783,1991-03-01,182,right,C. Kouakou,,C\u00f4te d'Ivoire,384,CIV,CI,FW,FWD,Forward,C\u00f4te d'Ivoire,384,CIV,CI
254,71,Roberto José,,Rosales Altuve,683,1988-11-20,175,right,R. Rosales,,Venezuela,862,VEN,VE,DF,DEF,Defender,Venezuela,862,VEN,VE
261,80,Nacer,,Chadli,1627,1989-08-02,187,right,N. Chadli,5629,Morocco,504,MAR,MA,MD,MID,Midfielder,Belgium,56,BEL,BE
295176,76,Robin,,Gosens,3172,1994-06-05,183,left,R. Gosens,,Netherlands,528,NLD,NL,DF,DEF,Defender,Germany,276,DEU,DE
229697,78,Yacine,,Bammou,3770,1991-09-11,188,right,Y. Bammou,,Morocco,504,MAR,MA,FW,FWD,Forward,France,250,FRA,FR
328021,86,Florian,,Le Joncour,3783,1995-02-03,193,left,F. Le Joncour,,France,250,FRA,FR,DF,DEF,Defender,France,250,FRA,FR
65880,78,André,,Ramalho Silva,8743,1992-02-16,182,right,André Ramalho,,Brazil,76,BRA,BR,DF,DEF,Defender,Brazil,76,BRA,BR
393566,69,Davide,,Borsellini,3163,1999-01-04,180,left,D. Borsellini,,Italy,380,ITA,IT,GK,GKP,Goalkeeper,Italy,380,ITA,IT
16443,81,Leon-Aderemi,,Balogun,1651,1988-06-28,190,right,L. Balogun,16823,Nigeria,566,NGA,NG,DF,DEF,Defender,Germany,276,DEU,DE
295273,70,Godfred,,Donsah,3166,1996-06-07,175,right,G. Donsah,17527,Ghana,288,GHA,GH,MD,MID,Midfielder,Ghana,288,GHA,GH
382,82,Hyun-Jun,,Suk,3795,1991-06-29,190,right,Suk Hyun-Jun,,Korea Republic,410,KOR,KR,FW,FWD,Forward,Korea Republic,410,KOR,KR
383,76,Dušan,,Tadić,9,1988-11-20,181,left,D. Tadić,17322,Serbia,688,SRB,RS,MD,MID,Midfielder,Serbia,688,SRB,RS
394,80,Bram,,Nuytinck,3163,1990-05-04,190,left,B. Nuytinck,,Netherlands,528,NLD,NL,DF,DEF,Defender,Netherlands,528,NLD,NL
405,78,Lasse,,Schöne,9,1986-05-27,177,right,L. Schöne,7712,Denmark,208,DNK,DK,MD,MID,Midfielder,Denmark,208,DNK,DK
376908,56,Ablie,,Jallow,3777,1998-11-14,166,left,A. Jallow,,Gambia,270,GMB,GM,MD,MID,Midfielder,Gambia,270,GMB,GM
33235,75,Bogdan Sorin,,Stancu,4502,1987-06-28,183,right,B. Stancu,,Romania,642,ROU,RO,FW,FWD,Forward,Romania,642,ROU,RO
328190,90,Gregor,,Kobel,2482,1997-12-06,194,right,G. Kobel,,Switzerland,756,CHE,CH,GK,GKP,Goalkeeper,Switzerland,756,CHE,CH
360992,80,Denis Lemi,,Zakaria Lako Lado,2454,1996-11-20,191,right,D. Zakaria,6697,Congo DR,180,COD,CD,MD,MID,Midfielder,Switzerland,756,CHE,CH
625,76,Marten,,de Roon,3172,1991-03-29,185,right,M. de Roon,,Netherlands,528,NLD,NL,MD,MID,Midfielder,Netherlands,528,NLD,NL
230020,75,Alex,,Iwobi,1609,1996-05-03,180,right,A. Iwobi,16823,England,0,XEN,,MD,MID,Midfielder,Nigeria,566,NGA,NG
328333,77,Lorenzo,,Pellegrini,3158,1996-06-19,186,right,L. Pellegrini,3757,Italy,380,ITA,IT,MD,MID,Midfielder,Italy,380,ITA,IT
328336,75,Mohamed Salim,,Fares,3194,1996-02-15,183,left,M. Fares,,Algeria,12,DZA,DZ,FW,FWD,Forward,France,250,FRA,FR
295569,73,Otávio Henrique,,Passos Santos,3772,1994-05-04,176,right,Otávio,,Brazil,76,BRA,BR,MD,MID,Midfielder,Brazil,76,BRA,BR
393881,72,Hernán Darío,,Toledo,714,1996-01-17,180,right,H. Toledo,,Argentina,32,ARG,AR,FW,FWD,Forward,Argentina,32,ARG,AR
703,78,Maya,,Yoshida,1619,1988-08-24,189,right,M. Yoshida,12913,Japan,392,JPN,JP,DF,DEF,Defender,Japan,392,JPN,JP
426692,78,Bryan,,Passi,3787,1997-08-05,189,right,B. Passi,,Congo,178,COG,CG,DF,DEF,Defender,France,250,FRA,FR
426702,73,Hamza,,Mendyl,2449,1997-10-21,179,left,H. Mendyl,16216,C\u00f4te d'Ivoire,384,CIV,CI,DF,DEF,Defender,Morocco,504,MAR,MA
426714,70,Anthony,,Caci,3779,1997-07-01,184,right,A. Caci,,France,250,FRA,FR,MD,MID,Midfielder,France,250,FRA,FR
5481,77,Miguel Ángel,,Guerrero Martín,712,1990-07-12,182,right,Guerrero,,Spain,724,ESP,ES,FW,FWD,Forward,Spain,724,ESP,ES
786,75,Róbert,,Mazáň,692,1994-02-09,180,left,R. Mazáň,14496,Slovakia,703,SVK,SK,DF,DEF,Defender,Slovakia,703,SVK,SK
394006,71,Martin,,Terrier,3779,1997-03-04,183,right,M. Terrier,4425,France,250,FRA,FR,FW,FWD,Forward,France,250,FRA,FR
394008,75,Théodore,,Efouba Ayissi,,1997-05-05,184,right,T. Efouba Ayissi,,France,250,FRA,FR,DF,DEF,Defender,Cameroon,120,CMR,CM
332821,72,Tyronne,,Ebuehi,9607,1995-12-16,187,right,T. Ebuehi,16823,Nigeria,566,NGA,NG,DF,DEF,Defender,Netherlands,528,NLD,NL
328488,65,Patrick,,Burner,3775,1996-04-11,170,right,P. Burner,,France,250,FRA,FR,DF,DEF,Defender,Martinique,474,MTQ,MQ
295761,64,Samuel,,Grandsir,3795,1996-08-14,168,right,S. Grandsir,4425,France,250,FRA,FR,FW,FWD,Forward,France,250,FRA,FR
404285,0,Víctor,,López Ibáñez,696,1997-05-12,0,right,Víctor López,,Spain,724,ESP,ES,DF,DEF,Defender,Spain,724,ESP,ES
131959,65,Jean Michaël,,Seri,3775,1991-07-19,168,right,J. Seri,,C\u00f4te d'Ivoire,384,CIV,CI,MD,MID,Midfielder,C\u00f4te d'Ivoire,384,CIV,CI
263091,77,Gerard,,Gumbau Garriga,712,1994-12-18,187,left,Gumbau,,Spain,724,ESP,ES,MD,MID,Midfielder,Spain,724,ESP,ES
263105,68,Pablo,,Maffeo Becerra,756,1997-07-12,173,right,Pablo Maffeo,1604,Spain,724,ESP,ES,DF,DEF,Defender,Spain,724,ESP,ES
99381,78,Artur,,Jędrzejczyk,13505,1987-11-04,189,right,A. Jędrzejczyk,13869,Poland,616,POL,PL,DF,DEF,Defender,Poland,616,POL,PL
99391,75,Maciej,,Rybus,13887,1989-08-19,173,left,M. Rybus,13869,Poland,616,POL,PL,DF,DEF,Defender,Poland,616,POL,PL
99410,82,Marcin,,Kamiński,2445,1992-01-15,192,left,M. Kamiński,,Poland,616,POL,PL,DF,DEF,Defender,Poland,616,POL,PL
66654,76,Karim,,Onisiwo,2460,1992-03-17,188,right,K. Onisiwo,,Austria,40,AUT,AT,MD,MID,Midfielder,Austria,40,AUT,AT
99425,81,Artjoms,,Rudņevs,,1988-01-13,183,left,A. Rudņevs,,Russia,643,RUS,RU,FW,FWD,Forward,Latvia,428,LVA,LV
99430,83,Łukasz,,Skorupski,3158,1991-05-05,190,right,Ł. Skorupski,,Poland,616,POL,PL,GK,GKP,Goalkeeper,Poland,616,POL,PL
99437,76,Paweł,,Olkowski,2463,1990-02-13,184,right,P. Olkowski,,Poland,616,POL,PL,DF,DEF,Defender,Poland,616,POL,PL
99452,78,Arkadiusz,,Milik,3187,1994-02-28,186,left,A. Milik,13869,Poland,616,POL,PL,FW,FWD,Forward,Poland,616,POL,PL
99453,72,Préjuce Niguimbé,,Nakoulma,,1987-04-21,178,right,P. Nakoulma,,Burkina Faso,854,BFA,BF,FW,FWD,Forward,Burkina Faso,854,BFA,BF
20771,76,Gianluca,,Pegolo,3315,1981-03-25,183,left,G. Pegolo,,Italy,380,ITA,IT,GK,GKP,Goalkeeper,Italy,380,ITA,IT
99511,72,Mariusz,,Stępiński,3165,1995-05-12,183,right,M. Stępiński,,Poland,616,POL,PL,FW,FWD,Forward,Poland,616,POL,PL
230626,89,Duje,,Ćaleta-Car,3771,1996-09-17,192,right,D. Ćaleta-Car,9598,Croatia,191,HRV,HR,DF,DEF,Defender,Croatia,191,HRV,HR
240507,92,Edvinas,,Gertmonas,3774,1996-06-01,192,right,E. Gertmonas,13503,Lithuania,440,LTU,LT,GK,GKP,Goalkeeper,Lithuania,440,LTU,LT
69874,74,Hrvoje,,Milić,,1989-05-10,183,left,H. Milić,,Croatia,191,HRV,HR,DF,DEF,Defender,Croatia,191,HRV,HR
492782,70,Jonathan,,Klinsmann,2457,1997-04-08,194,right,J. Klinsmann,8140,Germany,276,DEU,DE,GK,GKP,Goalkeeper,United States,840,USA,US
263432,80,Francesco,,Vicari,3204,1994-08-03,190,right,F. Vicari,,Italy,380,ITA,IT,DF,DEF,Defender,Italy,380,ITA,IT
263433,70,Alex,,Ferrari,3194,1994-07-01,183,right,A. Ferrari,,Italy,380,ITA,IT,DF,DEF,Defender,Italy,380,ITA,IT
230687,88,Emil,,Berggreen,2460,1993-05-10,194,right,E. Berggreen,,Croatia,191,HRV,HR,FW,FWD,Forward,Denmark,208,DNK,DK
99633,88,Igor,,Lewczuk,3772,1985-05-30,189,right,I. Lewczuk,,Poland,616,POL,PL,DF,DEF,Defender,Poland,616,POL,PL
361779,76,Cheick,,Keita,3166,1996-04-16,182,left,C. Keita,19001,Mali,466,MLI,ML,DF,DEF,Defender,France,250,FRA,FR
329026,69,Carlos,,Calderón López,698,1995-04-14,182,right,Carlos Calderón,,Spain,724,ESP,ES,MD,MID,Midfielder,Spain,724,ESP,ES
99661,80,Thiago,,Rangel Cionek,3204,1986-04-21,183,right,T. Cionek,13869,Poland,616,POL,PL,DF,DEF,Defender,Brazil,76,BRA,BR
361807,73,Rodrigo,,Bentancur Colmán,3159,1997-06-25,185,right,R. Bentancur,15670,Uruguay,858,URY,UY,MD,MID,Midfielder,Uruguay,858,URY,UY
296341,76,Bernardo,,Fernandes da Silva Junior,2975,1995-05-14,186,left,Bernardo,,Brazil,76,BRA,BR,DF,DEF,Defender,Brazil,76,BRA,BR
99749,81,Rafał,,Gikiewicz,2453,1987-10-26,190,right,R. Gikiewicz,,Poland,616,POL,PL,GK,GKP,Goalkeeper,Poland,616,POL,PL
263591,85,Alessandro,,Deiola,3173,1995-08-01,190,right,A. Deiola,,Italy,380,ITA,IT,MD,MID,Midfielder,Italy,380,ITA,IT
263614,73,Nadiem,,Amiri,2482,1996-10-27,180,right,N. Amiri,3155,Afghanistan,4,AFG,AF,MD,MID,Midfielder,Germany,276,DEU,DE
230857,78,Yeray,,Álvarez López,678,1995-01-24,183,right,Yeray,,Spain,724,ESP,ES,DF,DEF,Defender,Spain,724,ESP,ES
230862,73,Íñigo,,Lekue Martínez,678,1993-05-04,180,right,Lekue,,Spain,724,ESP,ES,DF,DEF,Defender,Spain,724,ESP,ES
198120,84,Ali,,Gabr,27533,1989-01-10,193,right,Ali Gabr,16129,Egypt,818,EGY,EG,DF,DEF,Defender,Egypt,818,EGY,EG
230895,70,Pere,,Pons Riera,756,1993-02-20,177,right,Pere Pons,,Spain,724,ESP,ES,MD,MID,Midfielder,Spain,724,ESP,ES
230897,65,Federico Nicolás,,Cartabia,677,1993-01-20,169,left,Fede Cartabia,,Italy,380,ITA,IT,MD,MID,Midfielder,Argentina,32,ARG,AR
99833,77,Bartosz,,Bereszyński,3164,1992-07-12,183,right,B. Bereszyński,13869,Poland,616,POL,PL,DF,DEF,Defender,Poland,616,POL,PL
38241,81,Ólafur Ingi,,Skúlason,7727,1983-04-01,183,right,Ó. Skúlason,7839,Iceland,352,ISL,IS,MD,MID,Midfielder,Iceland,352,ISL,IS
165425,79,Dominik,,Kohr,2446,1994-01-31,183,right,D. Kohr,,Germany,276,DEU,DE,MD,MID,Midfielder,Germany,276,DEU,DE
99902,75,Piotr,,Zieliński,3187,1994-05-20,180,right,P. Zieliński,13869,Poland,616,POL,PL,MD,MID,Midfielder,Poland,616,POL,PL
263766,77,Jemerson,,de Jesus Nascimento,19830,1992-08-24,184,right,Jemerson,,Brazil,76,BRA,BR,DF,DEF,Defender,Brazil,76,BRA,BR
263802,72,Youri,,Tielemans,19830,1997-05-07,176,right,Y. Tielemans,5629,Congo DR,180,COD,CD,MD,MID,Midfielder,Belgium,56,BEL,BE
263803,80,Timothy,,Castagne,3172,1995-12-05,185,right,T. Castagne,,Belgium,56,BEL,BE,DF,DEF,Defender,Belgium,56,BEL,BE
1712,71,Kenny,,Tete,3766,1995-10-09,180,right,K. Tete,664,Ghana,288,GHA,GH,DF,DEF,Defender,Netherlands,528,NLD,NL
1722,71,Viktor,,Fischer,7452,1994-06-09,180,right,V. Fischer,7712,Denmark,208,DNK,DK,FW,FWD,Forward,Denmark,208,DNK,DK
1729,74,Riechedly,,Bazoer,2451,1996-10-12,184,right,R. Bazoer,670,Cura\u00e7ao,531,CUW,CW,MD,MID,Midfielder,Netherlands,528,NLD,NL
1751,80,Oussama,,Tannane,3782,1994-03-23,177,left,O. Tannane,,Morocco,504,MAR,MA,FW,FWD,Forward,Netherlands,528,NLD,NL
231138,67,Presnel,,Kimpembe,3767,1995-08-13,183,left,P. Kimpembe,4418,Congo DR,180,COD,CD,DF,DEF,Defender,France,250,FRA,FR
231139,71,Kingsley,,Coman,2444,1996-06-13,178,right,K. Coman,,France,250,FRA,FR,FW,FWD,Forward,France,250,FRA,FR
263948,73,Gabriel,,Barbosa Almeida,5655,1996-08-30,178,left,Gabigol,,Brazil,76,BRA,BR,FW,FWD,Forward,Brazil,76,BRA,BR
231184,71,Mamadou,,Sissako,3795,1996-04-20,171,right,M. Sissako,,Mauritania,478,MRT,MR,FW,FWD,Forward,France,250,FRA,FR
34592,71,Şener,,Özbayraklı,4487,1990-01-23,171,right,Ş. Özbayraklı,,Turkey,792,TUR,TR,DF,DEF,Defender,Turkey,792,TUR,TR
102629,86,Andrey,,Semenov,13898,1989-03-24,190,right,A. Semenov,14358,Russia,643,RUS,RU,DF,DEF,Defender,Russia,643,RUS,RU
493412,71,Yoel,,Armougom,3783,1998-06-05,173,left,Y. Armougom,,France,250,FRA,FR,DF,DEF,Defender,Reunion,638,REU,RE
493415,70,Kévin Lucien,,Zohi,3779,1996-12-19,177,right,K. Zohi,,C\u00f4te d'Ivoire,384,CIV,CI,FW,FWD,Forward,C\u00f4te d'Ivoire,384,CIV,CI
395114,79,Igor,,Zubeldía Elorza,687,1997-03-30,180,right,Zubeldía,1604,Spain,724,ESP,ES,MD,MID,Midfielder,Spain,724,ESP,ES
132972,74,George,,Gope-Fenepej,3789,1988-10-23,182,right,G. Gope-Fenepej,,New Caledonia,540,NCL,NC,FW,FWD,Forward,New Caledonia,540,NCL,NC
264084,80,Pierluigi,,Gollini,3172,1995-03-18,188,right,P. Gollini,,Italy,380,ITA,IT,GK,GKP,Goalkeeper,Italy,380,ITA,IT
284322,78,Ezequiel,,Ponce Martínez,3776,1997-03-29,178,right,E. Ponce,12281,Spain,724,ESP,ES,FW,FWD,Forward,Argentina,32,ARG,AR
388099,70,Enrico,,Bearzotti,3194,1996-10-20,180,right,E. Bearzotti,,Italy,380,ITA,IT,MD,MID,Midfielder,Italy,380,ITA,IT
20802,90,Emiliano,,Viviano,3164,1985-12-01,195,left,E. Viviano,,Italy,380,ITA,IT,GK,GKP,Goalkeeper,Italy,380,ITA,IT
395636,87,Maximiliano,,Gómez González,692,1996-08-14,186,right,Maxi Gómez,15670,Uruguay,858,URY,UY,FW,FWD,Forward,Uruguay,858,URY,UY
264778,79,Moctar El Hacen,,El Id,695,1997-12-31,181,right,M. El Id,,Mauritania,478,MRT,MR,MD,MID,Midfielder,Mauritania,478,MRT,MR
166534,78,Thomas,,Strakosha,3162,1995-03-19,186,right,T. Strakosha,,Albania,8,ALB,AL,GK,GKP,Goalkeeper,Greece,300,GRC,GR
330387,78,Marcus,,Coco,3785,1996-06-24,184,right,M. Coco,,France,250,FRA,FR,MD,MID,Midfielder,Guadeloupe,312,GLP,GP
35477,83,Joel,,Pohjanpalo,2446,1994-09-13,185,right,J. Pohjanpalo,4849,Finland,246,FIN,FI,FW,FWD,Forward,Finland,246,FIN,FI
115146,67,Miguel Ángel,,Trauco Saavedra,5654,1992-08-25,175,left,M. Trauco,15594,Peru,604,PER,PE,DF,DEF,Defender,Peru,604,PER,PE
22313,72,Vincent,,Laurini,3176,1989-06-10,173,right,V. Laurini,,France,250,FRA,FR,DF,DEF,Defender,France,250,FRA,FR
264989,67,Firmin Ndombe,,Mubele,3780,1994-04-17,170,right,F. Mubele,18538,Congo DR,180,COD,CD,FW,FWD,Forward,Congo DR,180,COD,CD
265172,86,Antonín,,Barák,3163,1994-12-03,190,left,A. Barák,11555,Czech Republic,203,CZE,CZ,MD,MID,Midfielder,Czech Republic,203,CZE,CZ
297957,85,Manuel,,Akanji,2447,1995-07-19,187,right,M. Akanji,6697,Nigeria,566,NGA,NG,DF,DEF,Defender,Switzerland,756,CHE,CH
134174,67,Samuel ,,Castillejo Azuaga,682,1995-01-18,182,left,Samu Castillejo,,Spain,724,ESP,ES,MD,MID,Midfielder,Spain,724,ESP,ES
363560,82,Filip,,Manojlović,698,1996-04-25,197,right,F. Manojlović,32344,Serbia,688,SRB,RS,GK,GKP,Goalkeeper,Serbia,688,SRB,RS
134249,73,Rubén,,Sobrino Pozuelo,696,1992-02-16,185,right,Rubén Sobrino,,Spain,724,ESP,ES,FW,FWD,Forward,Spain,724,ESP,ES
101581,87,Vasili,,Berezutski,,1982-06-20,189,right,V. Berezutski,,Russia,643,RUS,RU,DF,DEF,Defender,Russia,643,RUS,RU
363648,65,Julio César,,Villalba Gaona,2454,1998-09-11,174,right,J. Villalba,15519,Paraguay,600,PRY,PY,FW,FWD,Forward,Paraguay,600,PRY,PY
265366,80,Onyinye Wilfred,,Ndidi,1631,1996-12-16,187,right,W. Ndidi,16823,Nigeria,566,NGA,NG,MD,MID,Midfielder,Nigeria,566,NGA,NG
265368,72,Abdullahi,,Shehu,4502,1993-03-12,181,right,A. Shehu,16823,Nigeria,566,NGA,NG,DF,DEF,Defender,Nigeria,566,NGA,NG
101555,70,Tomáš,,Hubočan,4488,1985-09-17,184,right,T. Hubočan,14496,Slovakia,703,SVK,SK,DF,DEF,Defender,Slovakia,703,SVK,SK
101558,83,Bruno Eduardo,,Regufe Alves,3160,1981-11-27,187,right,Bruno Alves,9905,Brazil,76,BRA,BR,DF,DEF,Defender,Portugal,620,PRT,PT
396475,68,Achraf,,Hakimi Mouh,2447,1998-11-04,179,right,A. Hakimi,16216,Morocco,504,MAR,MA,DF,DEF,Defender,Spain,724,ESP,ES
167104,72,Eloi,,Amagat Arimany,756,1985-05-21,180,right,Eloi Amagat,,Spain,724,ESP,ES,MD,MID,Midfielder,Spain,724,ESP,ES
3267,81,Vicente,,Guaita Panadero,698,1987-01-10,190,right,Guaita,,Spain,724,ESP,ES,GK,GKP,Goalkeeper,Spain,724,ESP,ES
3269,68,Jordi,,Alba Ramos,676,1989-03-21,170,left,Jordi Alba,1598,Spain,724,ESP,ES,DF,DEF,Defender,Spain,724,ESP,ES
3270,76,Antonio,,Barragán Fernández,684,1987-06-12,183,right,Barragán,,Spain,724,ESP,ES,DF,DEF,Defender,Spain,724,ESP,ES
101576,82,Igor,,Akinfeev,13886,1986-04-08,186,right,I. Akinfeev,14358,Russia,643,RUS,RU,GK,GKP,Goalkeeper,Russia,643,RUS,RU
3276,90,Adil,,Rami,3771,1985-12-27,190,right,A. Rami,4418,Morocco,504,MAR,MA,DF,DEF,Defender,France,250,FRA,FR
3277,78,Víctor,,Ruíz Torre,682,1989-01-25,185,left,Víctor Ruíz,,Spain,724,ESP,ES,DF,DEF,Defender,Spain,724,ESP,ES
167119,75,Sabin,,Merino Zuloaga,678,1992-01-04,187,right,Sabin Merino,,Spain,724,ESP,ES,FW,FWD,Forward,Spain,724,ESP,ES
3280,71,Éver Maximiliano David,,Banega,680,1988-06-29,174,right,É. Banega,12274,Spain,724,ESP,ES,MD,MID,Midfielder,Argentina,32,ARG,AR
3281,67,Juan,,Bernat Velasco,2444,1993-03-01,170,left,Juan Bernat,,Spain,724,ESP,ES,DF,DEF,Defender,Spain,724,ESP,ES
3282,74,Sergio,,Canales Madrazo,687,1991-02-16,180,left,Canales,,Spain,724,ESP,ES,MD,MID,Midfielder,Spain,724,ESP,ES
3286,74,Daniel,,Parejo Muñoz,674,1989-04-16,182,right,Dani Parejo,,Spain,724,ESP,ES,MD,MID,Midfielder,Spain,724,ESP,ES
3287,75,Cristian,,Portugués Manzanera,756,1992-05-21,178,right,Portu,,Spain,724,ESP,ES,MD,MID,Midfielder,Spain,724,ESP,ES
101592,76,Keisuke,,Honda,8311,1986-06-13,182,left,K. Honda,12913,Japan,392,JPN,JP,MD,MID,Midfielder,Japan,392,JPN,JP
3289,82,Mehmet,,Topal,4487,1986-03-03,187,right,M. Topal,,Turkey,792,TUR,TR,MD,MID,Midfielder,Turkey,792,TUR,TR
3290,78,Aritz,,Aduriz Zubeldia,678,1981-02-11,182,right,Aduriz,,Spain,724,ESP,ES,FW,FWD,Forward,Spain,724,ESP,ES
3291,71,Francisco,,Alcácer García,676,1993-08-30,175,right,Paco Alcácer,,Spain,724,ESP,ES,FW,FWD,Forward,Spain,724,ESP,ES
3293,63,Pablo Daniel,,Piatti,691,1989-03-31,163,left,P. Piatti,,Italy,380,ITA,IT,FW,FWD,Forward,Argentina,32,ARG,AR
3296,88,Antonio,,Adán Garrido,684,1987-05-13,191,left,Adán,,Spain,724,ESP,ES,GK,GKP,Goalkeeper,Spain,724,ESP,ES
3299,81,Fernando,,Pacheco Flores,696,1992-05-18,186,left,Fernando Pacheco,,Spain,724,ESP,ES,GK,GKP,Goalkeeper,Spain,724,ESP,ES
298212,74,Dalbert Henrique,,Chagas Estevão,3161,1993-09-08,181,left,Dalbert,,Brazil,76,BRA,BR,DF,DEF,Defender,Brazil,76,BRA,BR
